reviews.text,reviews.rating
I’ve had Amazon Alexa since she first hit the streets over two years ago and Echo Show is awesome! It can do so much more than Alexa and Echo Dot! You will love it!,5.0
"This is the favorite of the house, even our visitors love it, is amazing!",5.0
"Purchased for my mom in a memory care center. She doesn’t have to answer the phone, we simply drop in and start talking until she sees us. Picture clarity awesome! Staff also aware of this camera feature and knows we drop in frequently. Doesn’t replace room camera but good. Would give a 5 but can’t figure out how to have other alexa owners drop in on her. Anyone know?",4.0
Great product. Absolute love it. Alexa is fun to converse with and has a wealth of information,5.0
I love that you and now see your answer on a screen with the Alexa Echo Show!!!,5.0
It was a bit more involved getting set up but thereafter the function is simply talking to Alexia. The plug adapter to turn on and off lights TV is useful and certainly worth having.,2.0
Adds some nice tricks to the regular Echo lineup. Video calls to other Show owners works well. Speakers sound good.,5.0
"THE ECHO SHOW WORKS WELL, BUT AT THIS TIME IT CANNOT CONNECT TO YOUTUBE. MAYBE WHEN AMAZON WAKES UP THE CONNECTION WILL BE RETURNED.",3.0
"It's a lot of fun. To fully enjoy it, we had to get Amazon music unlimited. We bought four of them, so we can keep in touch with family. Alexa is very entertaining!",5.0
I seen one that my son-in-law had and enjoyed using it.,4.0
"I love how I can see my grandkids. I also bought my kids one so they can just ""Drop In"" and I can see them. It also shows words to some songs to sing along. It is fun to have!!",5.0
The best product I have used for AI. Easy set up and easy to use.,5.0
"If you’re lik me and trying to update your home into a smart home, this is a must need. I have by my bed side and am able to see the front door",5.0
he echo show is great. I can use it to monitor my outside inside cameras.,5.0
Alexa show is ok same technology as a tablet except voice activated,3.0
It has been wonderful. I bought it for my boyfriend but I get more use out of it then he does,5.0
"The Amazon Show is a great addition to the Smart Home, easy to set up and to link up with a hub.",5.0
"The Echo Show is great but it is not just plug and play. The app directions are not understandable if you are having problems. However, the Amazon hot line was very helpful. But, who wants to have to call for help every week or two to keep things running. Alexa should be able to talk you through how to resolve her issues. All in all I am getting used to the features and like it.",4.0
"This is the best assistant from Amazon, with the completion of the screen you can also see images from cameras and other devices!Simply awesome!",5.0
"I am satisfied with this purchase, I can see my family now without doing tango, Skype & etc.. We can have different phones from iOS and android to see each other and it’s very clear thanks Amazon......",5.0
The echo show works very well with Bluetooth and WiFi. Great sound and screen. Recommend to anyone,5.0
Works great! Now if my dogs would actually answer when I call it would be even better! They’re just not interested but at least I can see what they’re doing,5.0
i love the addition of my echo show to my other Alexa devices. Having the screen to read recipes and viiew notes is great!,5.0
"If you are looking for something to help you keep more organized or keep you up to date with weather, markets, and the latest news the Amazon Echo Show is what you are looking for. Honestly, the product is top of the line technology, and is easy to use as long you are patient and work with it, and read the directions. The size of it is truly perfect; it honestly reminds me of the size of normal alarm clock that would have on a nightstand, and with that it truly can serve that purpose. It also has a touch screen, and I feel it is very durable and can stand to last. The sound quality is also superb, with dual 2-inch speakers. It has Bluetooth capabilities as well, but it only works with android, Samsung, Fire OS, IOS device, excluding Mac products. The Echo Show comes in two colors black and white. The product has many different features and functions, and they can accommodate pretty much anyone’s needs. The top feature is the Alexa App, which is an application in which you can call commands and ask it questions about most anything. Then I believe the music capabilities are truly amazing and how you can ask it to play almost any song or playlist whenever you want. Also you can tell it to volume up or down as well. Another new modernized technology it has is the capability to do hands free voice command Smart Home options. A couple things that could be improved, is sometimes that it does not fully hear your exact words, and it will search for something you aren’t expecting. The other function it could have is it could have single voice recognition to only several voices, so then you don’t have the entire room trying to mess with it constantly. The price is also fair as well, for its creative capabilities it has. So if you are trying to find some new technology to add to your home the Echo Show would be a great addition for you.",4.0
